,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
10300,10300,112669443,0x808f80aa8e8741af:0xe4793e79f0d1d2c1,Louisiana Fish & Chips,seafood restaurant    cajun restaurant    fish   chips restaurant,food_services,Delicious catfish!,Positive,did not answer,no,CA, Oakland
10301,10301,104651811,0x808f80ab9e717d05:0x7ce4cf1883b2e5ed,La'Christa's Café,cafe,food_services,Good home made soulfood,Positive,did not answer,no,CA, Oakland
10302,10302,116445243,0x808f80ad10bc6c11:0xbeaad9811cbf751d,Deli Fresh Salad and Sandwich Bar,sandwich shop    deli    takeout restaurant,food_services,Food fresh but youll find it served with an attitude. Folks complain but the owner says he keeps telling the ladies but cant get them to pretend for more than a few hours.,Positive,did not answer,no,CA, Oakland
10303,10303,107253625,0x808f80ad10bc6c11:0xbeaad9811cbf751d,Deli Fresh Salad and Sandwich Bar,sandwich shop    deli    takeout restaurant,food_services,Great place last six years but quality and service both down last three or four months. Still cheaper than most the other options in the area...,Positive,did not answer,no,CA, Oakland
10304,10304,110371788,0x808f80b04a1aaaab:0xa2f675a3efd6608b,Bhugay’s Sushi and Go,japanese restaurant,food_services,"While this place is a fast food joint, its absolutely delicious for how fast the food comes out. My katsu was nicely breaded and seasoned, curry was a tiny bit spicy and worked perfectly with the rice. The slaw on the side was also amazing and has some tang.",Positive,did not answer,no,CA, Oakland
10305,10305,107433109,0x808f80b1013087f9:0x4a1aabfddfe80c99,Ladle & Leaf,soup restaurant    deli    organic restaurant    restaurant    salad shop    sandwich shop,food_services,Good quality food with excellent ingredients. The staff is very friendly and helpful.,Positive,did not answer,no,CA, Oakland
10306,10306,115881395,0x808f80b1138c11e7:0xbda33fedefb4e70f,Oak Harvest Kitchen,vegetarian restaurant    gluten free restaurant    vegan restaurant,food_services,"I took some time to just see how beautiful Oakland was. I took a walk to city center and found an amazing Gem called CORE Kitchen! The food was AMAZING!!! Everything was made fresh that morning with only produce, nuts and spices! I thought I was in heaven, Ive never seen a place like this that tastes this awesome and it is 100% healthy! I got my kids to eat all thier fruits and veggies with out a fight and this is a first! :)",Positive,did not answer,no,CA, Oakland
10307,10307,116872111,0x808f80b1138c11e7:0xbda33fedefb4e70f,Oak Harvest Kitchen,vegetarian restaurant    gluten free restaurant    vegan restaurant,food_services,Fairly good selection. Cafe style foods Great salad bar.,Positive,did not answer,no,CA, Oakland
10308,10308,111344388,0x808f80b1138c11e7:0xbda33fedefb4e70f,Oak Harvest Kitchen,vegetarian restaurant    gluten free restaurant    vegan restaurant,food_services,Nice staff and location. Tried the soup and salad. Really Nice flavor.,Positive,did not answer,no,CA, Oakland
10309,10309,104861842,0x808f80b1138c11e7:0xbda33fedefb4e70f,Oak Harvest Kitchen,vegetarian restaurant    gluten free restaurant    vegan restaurant,food_services,i got the zoodles - really flavorful and super healthy! highly recommend,Positive,did not answer,no,CA, Oakland
10310,10310,108944304,0x808f80b286dc6f9b:0xb9c0ee0392825cd4,Subway,sandwich shop    fast food restaurant    takeout restaurant    restaurant,food_services,Had the best service today. This subway still had yhe Rubens,Positive,did not answer,no,CA, Oakland
10311,10311,107013931,0x808f80b286dc6f9b:0xb9c0ee0392825cd4,Subway,sandwich shop    fast food restaurant    takeout restaurant    restaurant,food_services,"Very convenient location for commuters and BART employees, but is very difficult to locate without assistance. Owner of this location chose to stop allowing orders via the Subway app - a key timesaving option. But the staff is great and so is the food.",Positive,did not answer,no,CA, Oakland
10312,10312,109583125,0x808f80b30eb2f161:0xcb62cb63d4b35c4f,Sushi Villa,sushi restaurant,food_services,Great service very nice ppl,Positive,did not answer,no,CA, Oakland
10313,10313,113519674,0x808f80b31f638ba1:0xc6a51abf02b8a17b,Burger Gourmet,hamburger restaurant,food_services,Nothing wrong here. Just good burgers and fries!,Positive,did not answer,no,CA, Oakland
10314,10314,114510323,0x808f80b32d8d99ed:0xf355ca49560f52ce,Aroma Cafe,cafe    coffee shop    restaurant,food_services,Got a double esspresso with caramel n cream! Was not dissapointed. Fast paced and very good looking buulding! Very comfortable! Staff was more than friendly. Seating outside. All kinds of cafe sweets and they have grilled paninis that were worth the price!,Positive,did not answer,no,CA, Oakland
10315,10315,110697934,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Great service and pretty good food. Also liked the vibe in the place.,Positive,did not answer,no,CA, CA 94612
10316,10316,107947348,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"Delicious food, big servings, and affordable pricing. The quesedilla was very cheesy, which i love.",Positive,did not answer,no,CA, CA 94612
10317,10317,116158045,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,The Staff are genuinely interested to please you and MOLCAJETE was Delicious!,Positive,did not answer,no,CA, CA 94612
10319,10319,104807348,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Yummy mole and a little spicy the way I like it. Tasty sangria too though not very strong. The ladies running the place are very friendly too.,Positive,did not answer,no,CA, CA 94612
10320,10320,108325348,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,(Translated by Google) Greo that nescitan ideas for breakfasts and food for ñiños (Original) Greo que nescitan ideas para los desayunos y comida para ñiños,Positive,did not answer,no,CA, CA 94612
10321,10321,102814186,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"Food was good. Service was less than stellar. Pricey, all things considered.",Positive,did not answer,no,CA, CA 94612
10322,10322,115632666,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,If its your first time there I would recommend bringing a friend or two and trying the mocajete(pictured below) because its great.,Positive,did not answer,no,CA, CA 94612
10324,10324,102871414,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Hidden gem. Good quality Mexican food.,Positive,did not answer,no,CA, CA 94612
10325,10325,100856999,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"came here for lunch street parking, all meter has out door seating didnt even set foot inside, was greeted by an employee outside and was serviced all outside. server was funny, got lunch set up quickly and without me requesting for water, service, or check food was delightful and heavenly a little expensive",Positive,did not answer,no,CA, CA 94612
10326,10326,109573916,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Excellent Mexican food with a twist,Positive,did not answer,no,CA, CA 94612
10327,10327,108025952,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"I found the place by chance. It was a rainy morning and was empty but its supposed to be packed by then. I had shrimp quesadilla served with rice, black beans and salad, all very tasty. The attention was quick and super friendly. Prices are fair, not very cheap, but i think its a great deal for the quality of the food.",Positive,did not answer,no,CA, CA 94612
10328,10328,113068923,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"Great food. Taco plate had a variety of meats. Fish tacos were crispy and tender. The tacos themselves are more arepa like, thick soft but crusty! Very hospitable and considerate.",Positive,did not answer,no,CA, CA 94612
10329,10329,108031198,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Very relaxed place with a nice and diligent staff. The artwork and atmosphere definitely add to it.,Positive,did not answer,no,CA, CA 94612
10330,10330,112218489,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,The food is so tasty authentic and the guacamole is amaaaaazing!!,Positive,did not answer,no,CA, CA 94612
10331,10331,106015414,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,Love it,Positive,did not answer,no,CA, CA 94612
10332,10332,109785177,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,A top Mexican restaurant in oakland,Positive,did not answer,no,CA, CA 94612
10333,10333,117835318,0x808f80b33e633a63:0x49e7a8ba63f18022,Molcajete Cocina Mexicana,mexican restaurant,food_services,"Delicious food, small cozy and staff very friendly",Positive,did not answer,no,CA, CA 94612
10334,10334,10886859,0x808f80b3c19b4a0b:0x206fed9c4df15afb,Blessed Garden Restaurant,chinese restaurant    asian restaurant,food_services,They good,Positive,did not answer,no,CA, Oakland
10335,10335,115723191,0x808f80b417c4b4b5:0x70d9da78bd0051c7,Hot Pot House,chinese restaurant    restaurant    sichuan restaurant,food_services,"Good hot pot food, low-key atmosphere",Positive,did not answer,no,CA, Oakland
10336,10336,116742972,0x808f80b5c6d4610d:0x440234e7d0257a31,Quickly,asian fusion restaurant    restaurant,food_services,Good,Positive,did not answer,no,CA, Oakland
10337,10337,101232432,0x808f80b5c6d4610d:0x440234e7d0257a31,Quickly,asian fusion restaurant    restaurant,food_services,I always get a slush and its always delicious. The only problem here was the clerk.. She was a bit dismissive.,Positive,did not answer,no,CA, Oakland
10338,10338,103865938,0x808f80b5ce55326b:0x41410740a3e4b3e8,50 Tea,cafe    bubble tea store    dessert shop    ice cream shop    tea house,food_services,"Fast service. Excellent for brief stop and customer service. Quite low in customer traffic, but it pays off with very satisfying beverage! Street parking. I had the chocolate mocha frap, 30% sweetness---the lowest they offer. It tasted better than Starbucks. I was so happy because the drink was so satisfying and they were generous with the chocolate syrup ^.^ Im satisfied with the serving size and taste. Couldnt finish it actually, since my conscience reminded me about how much sugar possibly in the cup. My first visit here, during their grand opening which was SO long ago, was disappointing. But now I see that the business greatly expanded its scope and menu, I am very pleased to return and gave it another try :-) Im not ready to give it 5 stars yet, Id be happy to visit and try other items before updating my ratings :-)",Positive,did not answer,no,CA, Oakland
10339,10339,11340506,0x808f80b5da166ab5:0xf92c585787c63b06,Shanghai Restaurant,shanghainese restaurant,food_services,The dumplings taste good.,Positive,did not answer,no,CA, Oakland
10340,10340,102447164,0x808f80b5da166ab5:0xf92c585787c63b06,Shanghai Restaurant,shanghainese restaurant,food_services,I love their chow mien,Positive,did not answer,no,CA, Oakland
10341,10341,113129437,0x808f80b64983dbe3:0xa6a2d8767288b7eb,Mac Khai Restaurant,vietnamese restaurant    asian fusion restaurant,food_services,They have the absolute best calamari in Oakland and maybe in the Bay area and you have to try their crab fried rice,Positive,did not answer,no,CA, Oakland
10347,10347,111615626,0x808f80c81b74bd2d:0xdefc85c6bde1af6b,Domino's Pizza,pizza delivery    delivery restaurant    takeout restaurant    pizza restaurant    pizza takeout,food_services,Because they have great pizza,Positive,did not answer,no,CA, Oakland
10348,10348,107590076,0x808f80c81b74bd2d:0xdefc85c6bde1af6b,Domino's Pizza,pizza delivery    delivery restaurant    takeout restaurant    pizza restaurant    pizza takeout,food_services,Amazingly great!!!!!!! Always ask about the in-house specials!!!!,Positive,did not answer,no,CA, Oakland
10349,10349,110087855,0x808f80c8ee9beb37:0xfe55559567ea1461,Haven,american restaurant    bar    californian restaurant    restaurant,food_services,This was one of my most favorite places to eat when it opened. After the change of chefs i can say that it is still a good place to go. I like how they are doing the new menu structure so you get to try everything.,Positive,did not answer,no,CA, Oakland
10350,10350,112712715,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"Fantastic food. Wonderful attentive service. A bit on the expensive; however, worth the price.",Positive,Thank you for your kind words of encouragement! We look forward to serving you again soon.,si,CA, CA 94501
10351,10351,114316762,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Dim sum was good. There are a lot of selections. It is very busy on the weekends. We had to wait awhile for a table. Not a lot of parking available though. I had to circle around to find street parking.,Positive,did not answer,no,CA, CA 94501
10352,10352,102369126,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"Hidden gem right in Alameda. Fresh crab/lobster! On Sundays, the line for a table spills out onto the sidewalk.",Positive,did not answer,no,CA, CA 94501
10353,10353,101647495,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Delicious dim sum! Arriving fast and furious!,Positive,did not answer,no,CA, CA 94501
10354,10354,118231496,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Great spot for dim sum in the east bay,Positive,did not answer,no,CA, CA 94501
10355,10355,115391966,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"One of my favorite dim sums to go to. Pricier than most but quality makes up for the cost. They have a cool system for social distancing. Park in their private parking lot off of Park St. Walk-in and approach the wall with the window and door. I ordered over the phone and gave her my name. Our staples are: shui mai, har gow, cilantro shrimp, shrimp balls, custard pie.",Positive,did not answer,no,CA, CA 94501
10356,10356,103293281,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Classic Cantonese dim sum in the morning and banquet food at night.,Positive,did not answer,no,CA, CA 94501
10357,10357,108252939,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"Excellent! Fantastic, authentic Dim Sum.",Positive,did not answer,no,CA, CA 94501
10358,10358,110879613,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,This is where I go when I want Dim Sum. Just plain good! The chicken feet are soft and flavorful. They just melt in your mouth. Mmm. Mmm,Positive,did not answer,no,CA, CA 94501
10359,10359,112682055,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,August 2019 the dim sum is still beautiful but the taste not as good as it was.,Positive,"We apologize that we were unable to meet your expectations when you visited us. Please come back to provide us with another opportunity to serve you better next time. Your feedback only helps us to improve, thank you!",si,CA, CA 94501
10360,10360,112257317,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"(Translated by Google) The best choice for big family meetings such as engagement, wedding banquet, birthday celebration, reunion, etc.! The decoration has a happy atmosphere, the dishes are delicious and the price is good, and the service quality is good. The pre-wedding rehearsal banquets of a few children of our family have all spent here. I like it very much! (Original)",Positive,did not answer,no,CA, CA 94501
10361,10361,114070857,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Impressive flavors and portions. Id come back here for family dinners/events.,Positive,did not answer,no,CA, CA 94501
10362,10362,102349397,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,The food is great and prices are on the high end of the spectrum but every time I am in a rush and want to eat some really fresh food I order from here. To go portions are reasonable and dining in is a great experience.,Positive,Thank you for your kind words of encouragements! We look forward to serving you again soon!,si,CA, CA 94501
10365,10365,117551024,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Good food especially from their carts of dim sum. Customer service not bad either.,Positive,did not answer,no,CA, CA 94501
10366,10366,10927662,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"We wanted Peking Duck and they delivered. Clean, large establishment, good service, a little slow, but no big deal.",Positive,did not answer,no,CA, CA 94501
10367,10367,109153791,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,(Translated by Google) it is good. The taste is very positive. Morning tea is very good. That Chaozhou flour fruit filling is not good. And the Golden Sand Pumpkin Crab is not tasty. (Original),Positive,did not answer,no,CA, CA 94501
10368,10368,107453883,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Go for the dim sum - it is worth the wait,Positive,did not answer,no,CA, CA 94501
10369,10369,113026184,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"Excellent as usual, got there at little past 10 a.m. and it was already busy, hard to park but after eating is nice to take a little walk. The food as usual is very very good, taste is excellent and the service is fast. We live an hour away but the trip is always worth it.",Positive,did not answer,no,CA, CA 94501
10370,10370,101958935,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Excellent food quality,Positive,did not answer,no,CA, CA 94501
10371,10371,107754097,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"This is a wonderful place to eat. That atmosphere is smooth and the food is wonderfully good & flesh. The service is good . If you want experience Asian food the real way, go there. But I feel the price is overly price. Be prepared to pay a lot of money",Positive,Thank you for your kind words of encouragement! We look forward to serving you again soon.,si,CA, CA 94501
10372,10372,104352035,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Best dim sum in the area,Positive,did not answer,no,CA, CA 94501
10373,10373,107754097,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"This is a wonderful place to eat. That atmosphere is smooth and the food is wonderfully good & flesh. The service is good . If you want experience Asian food the real way, go there. But I feel the price is overly price. Be prepared to pay a lot of money",Positive,Thank you for your kind words of encouragement! We look forward to serving you again soon.,si,CA, CA 94501
10374,10374,117521782,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Ok. Food is good,Positive,did not answer,no,CA, CA 94501
10376,10376,106554127,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,"A great place for dim sum. Good selection of popular favorites, cooked with a light touch, all at reasonable prices.",Positive,did not answer,no,CA, CA 94501
10377,10377,115069482,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,The best around,Positive,did not answer,no,CA, CA 94501
10378,10378,102374145,0x808f8127e1b70673:0xeb68a2c2e860aad0,East Ocean Seafood Restaurant,chinese restaurant    dim sum restaurant    seafood restaurant,food_services,Good food and good service..we call last minutes for 40 guests and they were able to accommodate. And we have 5 table the next day at king Kong @ san leandro. We order banquet set menu. Prices is about the same. But east ocean taste and service is at least a star and a half better. Did not regret going there last minutes.,Positive,did not answer,no,CA, CA 94501
10380,10380,11471826,0x808f816e57ca022b:0xd86496ad0934bb22,Trap Kitchen Oakland,cajun restaurant    bar    southern restaurant  us,food_services,Awesome food. Real delicious po boy! My partner loved the pineapple with salmon and chicken.,Positive,did not answer,no,CA, Oakland
10381,10381,110465317,0x808f817a95636efb:0xc2cc22f1b81f6e12,Naan n Curry,indian restaurant,food_services,Loved the food,Positive,did not answer,no,CA, Oakland
10382,10382,111905305,0x808f8189647d35f9:0x8ffe5ca5590dc31f,The Lede,restaurant,food_services,Amazing food. Laid back place. Order at the counter and they bring your food to you. Full bar.,Positive,did not answer,no,CA, Oakland
10383,10383,113278384,0x808f8199eef0d2a3:0x5608c044a48ea6db,The Payback,bar    restaurant,food_services,"Cool spot, fun crowd. Just too bright, they should dim the lights at the main bar",Positive,did not answer,no,CA, Oakland
10384,10384,101884258,0x808f8199eef0d2a3:0x5608c044a48ea6db,The Payback,bar    restaurant,food_services,Soooo good. Definitely get the burger. And the prices are reasonable. This spot just opened about a month or two ago. Im excited to see what happens when the other floors open. I hope theres some pinball.,Positive,did not answer,no,CA, Oakland
10385,10385,114656433,0x808f855970c3c0c3:0x55e889ceedf6ea74,Marina Restaurant,mexican restaurant,food_services,(Translated by Google) Very good service the meat hoe delicious (Original) Muy buen servicio la carne azada deliciosa,Positive,did not answer,no,CA, San Leandro
10386,10386,115240956,0x808f855970c3c0c3:0x55e889ceedf6ea74,Marina Restaurant,mexican restaurant,food_services,Is a nice clean place to eat they are very lovely persons. Great good yummy.,Positive,did not answer,no,CA, San Leandro
10387,10387,111008263,0x808f855970c3c0c3:0x55e889ceedf6ea74,Marina Restaurant,mexican restaurant,food_services,love this restaurant. There are so friendly.,Positive,did not answer,no,CA, San Leandro
10388,10388,108315393,0x808f855970c3c0c3:0x55e889ceedf6ea74,Marina Restaurant,mexican restaurant,food_services,Good authentic Mexican food and kind staff.,Positive,did not answer,no,CA, San Leandro
10389,10389,111089265,0x808f855970c3c0c3:0x55e889ceedf6ea74,Marina Restaurant,mexican restaurant,food_services,Great food and service!,Positive,did not answer,no,CA, San Leandro
10390,10390,10289057,0x808f8575ab17d88f:0x79918d73b9f0ac82,CAFE MONTE SION,cafe,food_services,Good feeling like sitting in Gods,Positive,did not answer,no,CA, Oakland
10391,10391,112592849,0x808f85ffc9ea99d7:0x6d9d221243939687,Town Center Cafe,restaurant,food_services,Good,Positive,did not answer,no,CA, Oakland
10393,10393,105384527,0x808f864c58d67023:0xe82a20930485ae6f,WJ,chinese restaurant    asian restaurant    restaurant    seafood restaurant    vegetarian restaurant,food_services,Good food yum,Positive,did not answer,no,CA, Oakland
10394,10394,110070099,0x808f8660250d422b:0xac48aa68d35802ff,El Rinconcito Chapin,guatemalan restaurant    salvadoran restaurant,food_services,The best,Positive,did not answer,no,CA, Oakland
10395,10395,110544483,0x808f8660250d422b:0xac48aa68d35802ff,El Rinconcito Chapin,guatemalan restaurant    salvadoran restaurant,food_services,(Translated by Google) I did not know if they sold iguana and there I wrapped it (Original) No sabía si vendían iguana y ahí la envontre,Positive,did not answer,no,CA, Oakland
10397,10397,104574597,0x808f8660250d422b:0xac48aa68d35802ff,El Rinconcito Chapin,guatemalan restaurant    salvadoran restaurant,food_services,(Translated by Google) Very nice and comfortable everything and the food is very good and the attention that you give this perfect .. (Original) Muy bonito y comodo todo y la comida esta muy buena y la atencion que te dan esta perfecta..,Positive,did not answer,no,CA, Oakland
10398,10398,106460742,0x808f8660250d422b:0xac48aa68d35802ff,El Rinconcito Chapin,guatemalan restaurant    salvadoran restaurant,food_services,(Translated by Google) I like food but it lacks a little more sason (Original) Me gusta la comida pero le falta un poco más de sason,Positive,did not answer,no,CA, Oakland
10399,10399,103039567,0x808f86629aca5925:0xd7e23a34d2d4b9a1,Tacos La Penca Azul,mexican restaurant,food_services,The food is awesome,Positive,did not answer,no,CA, Oakland
10400,10400,105244903,0x808f86629aca5925:0xd7e23a34d2d4b9a1,Tacos La Penca Azul,mexican restaurant,food_services,"HELLA DELICIOUS!!! Wasnt going to stop becouse its in a cut and wasnt as inviting. Not to mention its a truck and hardly no one was there....GLAD my cousin wanted to stop anyway!!! I will return whenever i have a taste for mexican food. Cuzn got the torta and THAT looked SOO good! She said, it WAS!",Positive,did not answer,no,CA, Oakland
10401,10401,104988515,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Best tacos in town... Recommend it to all taco lovers.. Mexican food in general...,Positive,did not answer,no,CA, CA 94601
10402,10402,110083469,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very tasty food and service thank God bless you (Original) Muy sabrosa la comida y el serbicio gracias Dios los bendiga,Positive,did not answer,no,CA, CA 94601
10403,10403,117012938,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Me and my family drive every other weekend, from tracy, to enjoy these tacos. The best hands down. The meat is always fresh, salsas as well.",Positive,did not answer,no,CA, CA 94601
10404,10404,114585486,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Always. The best place to get tacos in Oakland. Nice salad bar equipped with nopales, cucumber, salsa, jalapenos, and more. Nice place to meet me if youre down.",Positive,did not answer,no,CA, CA 94601
10405,10405,113969607,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"I hardly ever give 5 stars too soon. I had visited this place a few times now and the taste of their burritos are amazing. They could be a little greasy but its ok. The people working there are very friendly! Parking is tight. My friend recommended to me , so he is still my favorite!",Positive,did not answer,no,CA, CA 94601
10406,10406,117289962,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,It was nice,Positive,did not answer,no,CA, CA 94601
10407,10407,117170298,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Well (Original) Bueno,Positive,did not answer,no,CA, CA 94601
10408,10408,108178679,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Tacos like Mexico! (Original) Tacos como e México!,Positive,did not answer,no,CA, CA 94601
10409,10409,116505691,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very well attended and very cracked tacos (Original) Muy bien atendidos y muy riscos tacos,Positive,did not answer,no,CA, CA 94601
10410,10410,111455382,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"The best tacos I have had in Oakland. Everything I have seen come out of the kitchen looks delicious and fresh. The pineapple agua fresca is delicious and the service was great, the line moves fast even on a crowded weekend-day. Everything is put together once you order. You have to try this place if you like mexican food!",Positive,did not answer,no,CA, CA 94601
10411,10411,101975286,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) The best (Original) Los mejores,Positive,did not answer,no,CA, CA 94601
10412,10412,113951066,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very good tacos and good service (Original) Muy buenos tacos y buen servicio,Positive,did not answer,no,CA, CA 94601
10413,10413,100598208,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) The best soft tacos (Original) Los mejores tacos de suadero,Positive,did not answer,no,CA, CA 94601
10414,10414,105290549,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Great Tacos. Customer service can be better,Positive,did not answer,no,CA, CA 94601
10415,10415,108866309,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"My crew asks for tacos from here at least once a week. That should speak to how popular this place is. They recently raised prices, a plate of 4 tacos and a canned soda will run you about $12. If you want some avocado, they charge an extra $1.50. If you get lucky youll get a slice of cactus. However, grilled onions are almost always guaranteed. Theyre selective on on when theyll give you a freebie side",Positive,did not answer,no,CA, CA 94601
10416,10416,104569641,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Good tacos de asada but a bit pricey. Their lengua had good flavor too but it was all huge chunks.. not the best when trying to eat your taco & u take all the carne out with 1 bite.,Positive,did not answer,no,CA, CA 94601
